Article,Category,"Name English","Description English","Name French","Description French","Name Dutch","Description Dutch",Status,"Purchase price",Price,"Old price","Tax rate",Units,Inventory,Weight,"EAN code",Condition,Home,"Web address"
"Winter unsorted shoes original 0,98 €/kg","Pre-sorted mixed","Winter unsorted shoes original","Hiver chaussures non trié original","Winter ongesorteerde schoenen origineel","<div><span style=\"font-size: 1em;\">The winter unsorted original shoes with cream is collected from UK Cash4Clothes goods. Before packaging the goods, we do a quick check to secure the item. These items are very good for clients who has different shops or market with high &amp; low quality grades.</span><br /></div><div>Can be available to ship or pick up three working days after receiving payment.<span style=\"font-size: 1em;\">&nbsp;</span></div><div>Price is 0,98 €/kg.</div>","<div><span style=\"font-size: 1em;\">Les chaussures d'hiver non triés et assortis avec de la crème proviennent des produits UK Cash4Clothes. Avant d’emballer les marchandises, nous effectuons un contrôle rapide pour sécuriser l’article. Ce articles sont très bons pour les clients qui ont différents magasins ou marchés avec des qualités de haute et basse qualité.</span><br /></div><div>Peut être disponible pour être expédié ou ramassé trois jours ouvrables après réception du paiement.</div><div>Le prix est de 0,98 €/kg.</div>","<div><span style=\"font-size: 1em;\">De winter ongesorteerde originele schoenen met crème wordt verzameld uit UK Cash4Clothes goederen. Voordat we de goederen verpakken, doen we een snelle controle om het artikel te beveiligen. Deze artikelen zijn zeer goed voor klanten met verschillende winkels of markten met hoge en lage kwaliteitsklassen.</span><br /></div><div>Kan beschikbaar voor verzendig of afhaling een drie werkdagen na ontvangst van betaling.</div><div>Prijs is 0,98 €/KG.</div>",Available,0,0.98,1.50,21,,1800,1,,Used,No,c4c-unsorted-original/winter-unsorted-shoes-origin
"Bra cream 25 kg",Ladies,"Bra cream 25kg. 8,60 €/kg","Soutien-gorge crème 25kg.  8,60 €/kg","Beha creme 25kg. 8,60 €/kg","Ladies bra good quality for shop cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 8,60 €/kg.</div>","Soutien-gorge pour les femmes de bonne qualité pour le magasin qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 8,60 €/kg.</div>","<div>Dames beha van goede kwaliteit voor winkel creme kwaliteit.</div><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 8,60 €/KG.</div>","Sold Out",0,215,,21,,0,25,,Used,No,ladies/bra-cream-25kg-8-60-eur/kg
"Bric a brac 25 kg",Accessories,"Bric a brac 25kg.     1,40 €/kg","Bric a brac 25kg.     1,40 €/kg","Bric a brac 25kg.     1,40 €/kg","Bric a brac good quality for shop with new quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 1,40 €/kg.</div>","Bric a brac de bonne qualité pour le magasin avec nouveaux.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 1,4<span style=\"font-size: 1em;\">0 €/kg.</span></div>","Bric a brac van goede kwaliteit voor winkel met veel nieuw.<div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 1,4<span style=\"font-size: 1em;\">0 €/kg.</span></div>",Available,0,35,42.5,21,,8,25,,Used,No,accessories/bric-a-brac-25kg-1-40-eur/kg
"Ski wear 25 kg",Adult,"Ski wear 25kg.      2,24 €/kg","vêtements de ski 25kg.      2,24 €/kg","Skikleding 25kg.      2,24 €/kg","Ski wear good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 2,24 €/kg.</div>","Vêtements de ski de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 2,24 €/kg.</div>","Skikleding van goede kwaliteit voor winkel met creme kwaliteit.<br /><div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 2,24 €/KG.</div>",Available,0,56.00,108.75,21,,4,25,,Used,No,men-clothing/skikleding-25-kg
"Ladies polo long sleeves 25 kg","Ladies clothing","Ladies polo long sleeves 25kg.     € 3.00/kg","Polo femme manches longues 25kg.     3,00 €/kg","Dames polo lange mouwen 25kg.     3,00 €/kg","Ladies polo long sleeves good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 3,00 €/kg.</div>","Polo femme manches longues de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 3,00 €/kg.</div>","Dames polo lange mouwen van goede kwaliteit voor winkel met creme kwaliteit.<br /><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 3,00 €/KG.</div><div><br /></div>",Available,0,75.00,107.50,21,,15,25,,Used,No,ladies-clothing/ladies-polo-long-sleeves
"Ladies polo long sleeves cream 25 kg","Ladies clothing","Ladies polo long sleeves cream 25kg.     € 4.60/kg","Polo femme manches longues crème 25kg.     4,60 €/kg","Dames polo lange mouwen creme 25kg.     4,60 €/kg","Ladies polo long sleeves high quality for shop only cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag/box is 25 kg. so the purchase per bag/box of 25 kg.&nbsp;</div><div>Price is 4,60 €/kg.</div>","Polo femme manches longues de qualité excellente pour le magasin qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le boîte/sac est de 25 kg. donc l'achat par boîte/sac de 25 kg.&nbsp;</div><div>Le prix est de 4,60 €/kg.</div>","Dames polo lange mouwen van de beste kwaliteiten voor winkel creme kwaliteit.<br /><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De doos/zak is 25 kg. dus de aankoop per doos/zak van 25 kg. &nbsp;</div><div>Prijs is 4,60 €/kg.</div><div><br /></div>",Available,0,115,120,21,,7,25,,Used,No,ladies-clothing/ladies-polo-long-sleeves-cream
"Ladies spring blouses cream 25 kg","Ladies clothing","Ladies spring blouses cream 25 kg. 6,80 €/kg","chemises printemps pour femmes crème 25 kg. 6,80 €/kg","Dames hemden lente creme 25 kg. 6,80 €/kg","This article contains high quality different shirts for ladies cream quality.<div>They are all different sizes and models suitable for spring/winter.</div><div>Available to ship or pick up, usually the same day after receipt of payment.</div><div>The bag/box is 25 kg. so the purchase per 25 kg bag/box.</div><div>Price is 6,80 €/kg.</div>","Cet article contient excellent qualité différentes chemises pour dames qualité cream.<div>Ils sont tous de tailles et de modèles différents adaptés au printemps/hiver.</div><div>Disponible pour expédition ou ramassage, généralement le même jour après réception du paiement.</div><div>Le boîte/sac est en 25 kg. donc l'achat par boîte/sac de 25 kg.</div><div>Le prix est de 6,80 €/kg.</div>","Dit artikel bevat verschillende hemden van de beste kwaliteit voor dames creme kwaliteit.&nbsp;<div>Het zijn allemaal verschillende maten en modellen geschikt voor de lente/winter.</div><div>Beschikbaar om te verzenden of af te halen, meestal dezelfde dag na ontvangst van betaling.</div><div>De doos/zak is 25 kg. dus de aankoop per doos/zak van 25 kg.</div><div>Prijs is 6,80 €/kg.</div>",Available,0,170.00,,21,,2,25,,Used,No,ladies-clothing/ladies-spring-blouses-cream
"Men polo long sleeves cream 25 kg","Men clothing","Men's polo long sleeves cream 25kg.      5,40 €/kg","Polo homme manches longues crème 25kg.      5,40 €/kg","Heren polo lange mouwen creme 25kg.      5,40 €/kg","Men's polo long sleeves high quality for shop only cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag/box is 25 kg. so the purchase per bag/box of 25 kg.&nbsp;</div><div>Price is 5,40 €/kg.</div>","Polo homme manches longues de qualité excellent pour le magasin qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le boîte/sac est de 25 kg. donc l'achat par boîte/sac de 25 kg.&nbsp;</div><div>Le prix est de 5,40 €/kg.</div>","Heren polo lange mouwen van beste kwaliteit voor winkel creme kwaliteit.<br /><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De doos/zak is 25 kg. dus de aankoop per doos/zak van 25 kg. &nbsp;</div><div>Prijs is 5,40 €/kg.</div>",Available,0,135.00,150.00,21,,3,25,,Used,No,men-clothing/men-s-polo-long-sleeves-cream
"Ladies blazers cream 25 kg",Ladies,"Ladies blazers cream 25 kg. 6,00 €/kg","blazers crème pour femmes 25 kg. 6,00 €/kg","Dames blazers creme 25 kg. 6,00 €/kg","This article contains different blazers cream quality for ladies.<div>They are all different sizes and models suitable for spring.</div><div>Available to ship or pick up, usually the same day after receipt of payment.</div><div>The bag is 25 kg. so the purchase per 25 kg bag.</div><div>Price is 6,00 €/kg.</div>","Cet article contient différentes blazers crème pour dames.<div>Ils sont tous de tailles et de modèles différents adaptés au printemps.</div><div>Disponible pour expédition ou ramassage, généralement le même jour après réception du paiement.</div><div>Le sac est en 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 6,00 €/kg.</div>","Dit artikel bevat verschillende blazers eerste keuze creme kwaliteit voor dames.&nbsp;<div>Het zijn allemaal verschillende maten en modellen geschikt voor de lente.</div><div>Beschikbaar om te verzenden of af te halen, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 6,00 €/kg.</div>","Sold Out",0,150.00,162.50,21,,0,25,,Used,No,ladies/ladies-blazers-cream-25-kg-6-00-eur/kg
"Adult jogging 25 kg",Adult,"Adult jogging 25kg.     4,20 €/kg","Jogging adulte 25kg.     4,20 €/kg","Volwassen jogging 25kg.     4,20 €/kg","Jogging for adult good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag/box is 25 kg. so the purchase per bag/box of 25 kg.&nbsp;</div><div>Price is 4,20<span style=\"font-size: 1em;\">&nbsp;€/kg.</span></div>","Jogging pour adulte de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le boîte/sac est de 25 kg. donc l'achat par boîte/sac de 25 kg.&nbsp;</div><div>Le prix est de 4,20 €/kg.</div>","Jogging voor volwassenen van goede kwaliteit voor winkel met creme kwaliteit.<br /><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De doos/zak is 25 kg. dus de aankoop per doos/zak van 25 kg. &nbsp;</div><div>Prijs is 4,20 €/kg.</div>",Available,0,105.00,116.25,21,,4,25,,Used,No,adult/adult-jogging-25kg
"Adult jogging cream 25 kg",Adult,"Adult jogging cream 25kg.     6,80 €/kg","Jogging adulte crème 25kg.     6,80 €/kg","Volwassen jogging creme 25kg.     6,80 €/kg","Jogging for adult high quality for shop cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag/box is 25 kg. so the purchase per bag/box of 25 kg.&nbsp;</div><div>Price is 6,80<span style=\"font-size: 1em;\">&nbsp;€/kg.</span></div>","Jogging pour adulte de qualité excellente pour le magasin qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le boîte/sac est de 25 kg. donc l'achat par boîte/sac de 25 kg.&nbsp;</div><div>Le prix est de 6,80 €/kg.</div>","Jogging voor volwassenen van de beste kwaliteit voor winkel creme kwaliteit.<br /><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De doos/zak is 25 kg. dus de aankoop per doos/zak van 25 kg. &nbsp;</div><div>Prijs is 6,80 €/kg.</div>",Available,0,170.00,,21,,1,25,,Used,No,adult/adult-jogging-cream-25kg
"Ladies hoodies 25 kg","Ladies clothing","Ladies hoodie 25kg.     3,85 €/kg","Sweat à capuche femme 25kg.     3,85 €/kg","Damessweater met capuchon 25kg.     3,85 €/kg","Ladies hoodie good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag/box is 25 kg. so the purchase per bag/box of 25 kg.&nbsp;</div><div>Price is 3,85 €/kg.</div>","Sweat à capuche femme de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le boîte/sac est de 25 kg. donc l'achat par boîte/sac de 25 kg.&nbsp;</div><div>Le prix est de 3,85 €/kg.</div>","Damessweater met capuchon van goede kwaliteit voor winkel met creme kwaliteit.<br /><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De doos/zak is 25 kg. dus de aankoop per doos/zak van 25 kg. &nbsp;</div><div>Prijs is 3,85 €/kg.</div>",Available,0,96.25,,21,,4,25,,Used,No,ladies-clothing/ladies-hoodies
"Men hoodies 25 kg","Men clothing","Men hoodies 25kg.      4,20 €/kg","Sweats à capuche pour hommes 25kg.      4,20 €/kg","Heren hoodies 25kg.      4,20 €/kg","Men's hoodies good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag/box is 25 kg. so the purchase per bag/box of 25 kg.&nbsp;</div><div>Price is 4,20 €/kg.</div>","Sweats à capuche pour hommes de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le boîte/sac est de 25 kg. donc l'achat par boîte/sac de 25 kg.&nbsp;</div><div>Le prix est de 4,20 €/kg.</div>","Heren hoodies van goede kwaliteit voor winkel met creme kwaliteit.<br /><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De doos/zak is 25 kg. dus de aankoop per doos/zak van 25 kg. &nbsp;</div><div>Prijs is 4,20 €/kg.</div>",Available,0,105.00,,21,,7,25,,Used,No,men-clothing/men-hoodies
"New born A. 25 kg",Kids,"New born A. 25kg 3,25 €/kg","Nouveau née A. 25kg 3,25 €/kg","nieuw geboren A. 25kg. 3,25 €/kg","<div>New born clothes good quality for shop Grade A.</div><div>Available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 3,25 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","<div>Nouveau née des vêtements de bonne qualité pour faire du shopping grade A.</div><div>Disponible pour expédier ou ramasser généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 3,25 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","<div>Nieuw geboren kleding van goede kwaliteit voor winkel grade A.</div><div>Dit bevat de volgende artikelen:</div><div>T-shirts, jurken, rokken, broeken, korte broeken, babykleding, enz.</div><div>Beschikbaar zijn voor verzending of ophalen meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 3,25 €/kg.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,81.25,,21,,2,25,,Used,No,kids/children-summer-mix-a-25kg-7-78-eur/kg
"C4C. UK original","Unsorted original","C4C. UK original 1,45 €/KG","C4C UK original 1,45 €/kg","C4C UK original 1,45 €/kg","Used clothing, mixed bags from England. (Cash4Clothes)<div>Cash4clothes: Clothing is purchased, that you get things that are suitable for sale. This item contains bags, women's clothing, men's clothing, children's clothing, complete pairs of shoes (different sizes) and toys.</div><div>(NO bed sheets, blankets, tablecloths, curtains, rags or waste etc.)</div>","Vêtements usagés,&nbsp;<span style=\"font-size: 1em;\">sacs mixtes en provenance d'Angleterre. (Cash4Clothes)</span><div>Cash4clothes: Les vêtements sont achetés, c’est-à-dire que vous obtenez des objets qui conviennent à la vente.&nbsp;<span style=\"font-size: 1em;\">Cet article contient des sacs, des vêtements pour femmes, des vêtements pour hommes, des vêtements pour enfants, des paires complètes de chaussures (de différentes tailles) et des jouets.</span></div><div>(PAS de draps, couvertures, nappes, rideaux, chiffons ou déchets, etc.)</div>","Gebruikte kleding, gemengde zakken uit Engeland. (Cash4Clothes)<div>Cash4clothes: Kleding wordt aangekocht, d.w.z. je krijgt dingen die geschikt zijn voor verkoop. Dit item bevat tassen, dameskledij, herenkledij, kinderenkledij, complete paren schoenen (verschillende maten) en speelgoed.&nbsp;</div><div>(GEEN lakens, dekens, tafelkleden, gordijnen, vodden of afval env...)</div>",Available,0,1.45,1.65,21,,9800,1,,Used,No,unsorted-original/c4c-uk-original
"Winter unsorted original 0,98 €/kg","Unsorted original","Winter unsorted original","Hiver non trié original","Winter ongesorteerde origineel","<div><span style=\"font-size: 1em;\"><iframe width=\"640\" height=\"480\" src=\"//www.youtube.com/embed/1kVkiMfAPkA\" frameborder=\"0\" allowfullscreen=\"\"></iframe>The winter unsorted original clothes with cream is collected from UK Cash4Clothes goods. Before packaging the goods, we do a quick check to secure the item. These items are very good for clients who has different shops or market with high &amp; low quality grades.</span><br /></div><div>Those goods are delivered in 6 different bags:</div><div>-Children mix</div><div>-Jogging wear</div><div>-Wool sweaters</div><div>-Mix jackes and coats</div><div>-Polo’s long sleeves</div><div>-Winter dresses, skirts, men&amp;women shirts.</div><div><br /></div><div>Can be available to ship or pick up three working days after receiving payment.</div><div><br /></div>","<div><span style=\"font-size: 1em;\"><iframe width=\"640\" height=\"480\" src=\"//www.youtube.com/embed/1kVkiMfAPkA\" frameborder=\"0\" allowfullscreen=\"\"></iframe>L'original de</span><span style=\"font-size: 1em;\">&nbsp;vêtements d'hiver non triés et assortis avec la crème proviennent des produits UK Cash4Clothes. Avant d’emballer les marchandises, nous effectuons un contrôle rapide pour sécuriser l’article. Ces articles sont très bons pour les clients qui ont différents magasins ou marchés avec des qualités de haute et basse qualité.</span></div><div>Ces marchandises sont livrées dans 6 sacs différents:</div><div>- Enfants mix</div><div>- Vêtements de jogging</div><div>- Pulls en laine</div><div>- Mélanger des jackes et des manteaux</div><div>- Polo manches longues</div><div>- robes d'hiver, jupes, chemises pour hommes et femmes.</div><div><br /></div><div>Peut être disponible pour être expédié ou ramassé trois jours ouvrables après réception du paiement.</div>","<div><span style=\"font-size: 1em;\"><iframe width=\"640\" height=\"480\" src=\"//www.youtube.com/embed/1kVkiMfAPkA\" frameborder=\"0\" allowfullscreen=\"\"></iframe>De winter ongesorteerde origineel kleding met crème wordt verzameld uit UK Cash4Clothes goederen. Voordat we de goederen verpakken, doen we een snelle controle om het artikel te beveiligen. Deze artikelen zijn zeer goed voor klanten met verschillende winkels of markten met hoge of normale kwaliteitsklassen.</span><br /></div><div><span style=\"font-size: 1em;\">Minimale afname 200 kg. De foto's tonen echte goederen die ik beschikbaar heb - voorbereid om te vouwen en in zakken te verpakken.</span></div><div>Die goederen worden geleverd in 6 verschillende zakken:</div><div>-Kinderen mix</div><div>- Jogging slijtage</div><div>- Wollen truien</div><div>- Mix jacks en jassen</div><div>- Polo lange mouwen</div><div>- Winterjurken, rokken, heren- en damesoverhemden.</div><div><br /></div><div>Kan beschikbaar voor verzendig of afhaling een drie werkdagen na ontvangst van betaling.</div>",Available,0,0.98,1.50,21,,500,1,,Used,No,c4c-unsorted-original/winter-unsorted-original
"Carnival 20 kg",Accessories,"Carnival clothes 20kg.     2,55 €/kg","Vêtements de carnaval 20kg.      2,55 €/kg","Carnavalskleding 20kg.      2,55 €/kg","Carnival clothes good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 20 kg. so the purchase per bag of 20 kg.&nbsp;</div><div>Price is 2,55 €/kg.</div>","Vêtements de carnaval de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 20 kg. donc l'achat par sac de 20 kg.&nbsp;</div><div>Le prix est de 2,55 €/kg.</div>","Carnavalskleding van goede kwaliteit voor winkel creme kwaliteit.<div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 20 kg. dus de aankoop per zak van 20 kg. &nbsp;</div><div>Prijs is 2,55 €/KG.</div>",Available,0,51.00,76.00,21,,2,20,,Used,No,accessories/carnival-clothes
"Winter children mix 25 kg","Pre-sorted mixed","Winter children mix 25kg.      4,40 €/kg","Enfants d' hiver mix 25kg.      4,40 €/kg","Winter kinderen mix 25kg.      4,40 €/kg","<div><iframe width=\"640\" height=\"480\" src=\"//www.youtube.com/embed/YJDURhHaP2s\" frameborder=\"0\" allowfullscreen=\"\"></iframe></div><div>Winter children mix clothes good quality for shop with cream quality.</div><div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>This contains the following articles:</div><div>Sweaters, dresses, skirts, polo long sleeves, jackets, winter blouses, shawls, hats, gloves, etc.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 4,40 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","<div><iframe width=\"640\" height=\"480\" src=\"//www.youtube.com/embed/YJDURhHaP2s\" frameborder=\"0\" allowfullscreen=\"\"></iframe></div><div>Enfants d'hiver mix de bonne qualité pour le magasin avec qualité crème.</div><div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Cela contient les articles suivants:</div><div>Pulls, robes, jupes, polo manches longues, vestes, blouses d'hiver, châles, chapeaux, gants, etc.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 4,4<span style=\"font-size: 1em;\">0 €/kg.</span></div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","<div><iframe width=\"640\" height=\"480\" src=\"//www.youtube.com/embed/YJDURhHaP2s\" frameborder=\"0\" allowfullscreen=\"\"></iframe></div><div>Winter kinderen mix kleding van goede kwaliteit voor winkel met creme kwaliteit.</div><div><span style=\"font-size: 1em;\">Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.&nbsp;</span></div><div>Dit bevat namelijk volgende artikelen:&nbsp;</div><div>Truien, jurken, rokken, polo lange mouwen,&nbsp; jassen, winter bloezen, sjaals, hoeden, handschoenen, enz.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 4,40 €/KG.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,110,,21,,63,25,,Used,No,pre-sorted-mixed/winter-children-mix-25kg
"Ladies pullovers 25 kg","Ladies clothing","Ladies pullovers 25kg.     3,60 €/kg","Pulls dames 25kg.     3,60 €/kg","Dames truien 25kg.     3,60 €/kg","Ladies pullovers good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 3,60 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","Pulls dames de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 3,65 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div><div><br /></div><div><br /></div>","Dames truien van goede kwaliteit voor winkel met creme kwaliteit.<br /><div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 3,60 €/KG.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,90.00,,21,,68,25,,Used,No,women-s-clothing/ladies-pullovers
"Jewellery 25 kg",Accessories,"Jewellery & cosmetics 25kg.     8,00 €/kg","Bijoux & cosmétiques 25kg.     8,00 €/kg","Juwelen & cosmetica 25kg.     8,00 €/kg","<iframe width=\"640\" height=\"480\" src=\"//www.youtube.com/embed/1M8kThbWPx4\" frameborder=\"0\" allowfullscreen=\"\"></iframe><div>Jewellery &amp; cosmetics good quality for shop with new quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 8,00 €/kg.</div></div>","<iframe width=\"640\" height=\"480\" src=\"//www.youtube.com/embed/1M8kThbWPx4\" frameborder=\"0\" allowfullscreen=\"\"></iframe><div>Bijoux &amp; cosmétiques de bonne qualité pour le magasin avec nouveaux.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 8<span style=\"font-size: 1em;\">,00 €/kg.</span></div></div>","<iframe width=\"640\" height=\"480\" src=\"//www.youtube.com/embed/1M8kThbWPx4\" frameborder=\"0\" allowfullscreen=\"\"></iframe><div>Juwelen &amp; cosmetica van goede kwaliteit voor winkel met veel nieuw.<div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 8<span style=\"font-size: 1em;\">,00 €/kg.</span></div></div>","Sold Out",0,200,275.00,21,,0,25,,Used,No,accessories/jewellery-and-cosmetics-25kg-8-00-eur
"Men zipper jackets 25 kg",Men,"Men zipper jackets 25 kg.","Vestes zipper homme 25 kg.","Heren zomerjassen 25 kg.","This article contains various zipper jackets for men.&nbsp;<div>T<span style=\"font-size: 1em;\">hey are all different sizes and models.</span></div><div><span style=\"font-size: 1em;\">Can be available to ship or pick up usually the same day after receiving payment.</span></div><div><span style=\"font-size: 1em;\">The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</span></div><div><span style=\"font-size: 1em;\">Price is 5,50 €/kg.</span></div><div><span style=\"font-size: 1em;\">SPECIAL OFFER NOW 4,95 €/kg.</span></div>","Cet article contient diverses vestes de l'été<span style=\"font-size: 1em;\">&nbsp;pour hommes.&nbsp;</span><div><div>Ils sont tous de tailles et de modèles différents.</div><div>Disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 5,50 €/kg.</div></div><div>OFFRE SPÉCIALE MAINTENANT 4,95 €/kg.</div>","Dit artikel bevat verschillende zomerjassen voor heren.&nbsp;<div>Het zijn allemaal verschillende maten en modellen.</div><div>Is beschikbaar voor verzending of afhaling, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 5,50 €/kg.</div><div>SPECIALE AANBIEDING NU 4,95 €/kg.</div>",Available,0,123.75,137.50,21,,3,25,,Used,No,men/men-zipper-jackets
